Date,Open,High,Low,Close,Volume2025-01-02,13.050000190734863,13.210000038146973,12.960000038146973,13.050000190734863,8670100
2025-01-03,13.149999618530273,13.380000114440918,13.020000457763672,13.229999542236328,8762900
2025-01-06,13.300000190734863,13.4399995803833,13.0,13.010000228881836,12320300
2025-01-07,13.220000267028809,13.260000228881836,12.84000015258789,12.949999809265137,12871800
2025-01-08,12.8100004196167,12.8100004196167,12.09000015258789,12.399999618530273,17785700
2025-01-10,12.300000190734863,12.3100004196167,11.960000038146973,12.020000457763672,16108800
2025-01-13,12.0,12.079999923706055,11.569999694824219,11.6899995803833,14181400
2025-01-14,11.779999732971191,12.0,11.710000038146973,11.850000381469727,11151300
2025-01-15,12.180000305175781,12.329999923706055,11.75,11.770000457763672,9278300
2025-01-16,11.739999771118164,12.119999885559082,11.710000038146973,12.0,14563000
2025-01-17,12.029999732971191,12.109999656677246,11.710000038146973,11.819999694824219,12469700
2025-01-21,11.949999809265137,11.979999542236328,11.6899995803833,11.75,13194000
2025-01-22,11.649999618530273,11.710000038146973,11.09000015258789,11.130000114440918,17876100
2025-01-23,11.149999618530273,11.579999923706055,11.079999923706055,11.529999732971191,14042700
2025-01-24,11.579999923706055,11.84000015258789,11.569999694824219,11.600000381469727,12143900
2025-01-27,11.550000190734863,11.720000267028809,11.180000305175781,11.4399995803833,15476500
2025-01-28,11.430000305175781,11.479999542236328,10.8100004196167,11.010000228881836,22668100
2025-01-29,11.119999885559082,11.260000228881836,11.069999694824219,11.149999618530273,14872400
2025-01-30,11.289999961853027,11.420000076293945,11.109999656677246,11.270000457763672,13074100
2025-01-31,11.180000305175781,11.25,10.920000076293945,11.0,21785900
2025-02-03,10.8100004196167,10.850000381469727,10.390000343322754,10.710000038146973,19129300
2025-02-04,10.600000381469727,10.75,10.329999923706055,10.609999656677246,15267800
2025-02-05,10.630000114440918,10.729999542236328,10.40999984741211,10.479999542236328,14480200
2025-02-06,10.539999961853027,10.90999984741211,10.489999771118164,10.819999694824219,11712800
2025-02-07,10.8100004196167,10.84000015258789,10.539999961853027,10.569999694824219,9380100
2025-02-10,10.600000381469727,10.84000015258789,10.520000457763672,10.75,10232700
2025-02-11,10.449999809265137,10.5,10.0,10.229999542236328,26357200
2025-02-12,10.09000015258789,10.15999984741211,10.0,10.09000015258789,14970500
2025-02-13,10.149999618530273,10.199999809265137,9.899999618530273,10.140000343322754,13016500
2025-02-14,10.15999984741211,10.260000228881836,9.90999984741211,9.930000305175781,18458200
2025-02-18,9.979999542236328,10.329999923706055,9.880000114440918,10.289999961853027,16920900
2025-02-19,10.279999732971191,10.430000305175781,10.25,10.399999618530273,10035800
2025-02-20,10.460000038146973,10.829999923706055,10.420000076293945,10.670000076293945,13167600
2025-02-21,10.779999732971191,10.9399995803833,10.550000190734863,10.59000015258789,19723000
2025-02-24,10.569999694824219,10.729999542236328,10.359999656677246,10.720000267028809,10345900
2025-02-25,10.720000267028809,10.970000267028809,10.600000381469727,10.859999656677246,12792000
2025-02-26,10.949999809265137,11.039999961853027,10.699999809265137,10.920000076293945,12192600
2025-02-27,10.970000267028809,10.970000267028809,10.380000114440918,10.380000114440918,16285600
2025-02-28,11.050000190734863,12.0,10.75,11.59000015258789,71508400
2025-03-03,11.149999618530273,11.619999885559082,10.979999542236328,11.1899995803833,25025200
2025-03-04,11.260000228881836,11.34000015258789,10.739999771118164,10.819999694824219,20308000
2025-03-05,10.800000190734863,11.020000457763672,10.649999618530273,10.960000038146973,13399300
2025-03-06,10.859999656677246,10.899999618530273,10.569999694824219,10.869999885559082,10358800
2025-03-07,10.880000114440918,11.479999542236328,10.829999923706055,11.25,20483000
2025-03-10,11.15999984741211,11.920000076293945,11.149999618530273,11.779999732971191,20807600
2025-03-11,11.850000381469727,12.079999923706055,11.720000267028809,11.989999771118164,16320000
2025-03-12,11.6899995803833,11.899999618530273,11.529999732971191,11.829999923706055,11100100
2025-03-13,11.869999885559082,12.430000305175781,11.869999885559082,12.279999732971191,16779800
2025-03-14,12.40999984741211,12.569999694824219,12.069999694824219,12.3100004196167,13805600
